Player,KilledBy,Weapon,Distance,Storm Phase,Timestamp,Match,Placed,Kills
Povsy,McDonkle,Shotgun,10,1,,5,95,0
Butter,Dopaitv,Rifle,13,1,,5,96,0
Morgausse,Saf,Shotgun,6,1,,5,97,0
Domentos,Blind,Shotgun,8,1,,5,98,0
Vicaros,Bowman,Shotgun,3,1,,5,99,0
ThomDez,Zayt,Rifle,75,0,,5,100,0
Bizzle,,,,8,,6,1,4
Vinny1x,,FallDamage,,8,21:48,6,2,0
Ronaldo,Bizzle,Smg,11,8,21:45,6,3,6
Daxor,Ronaldo,Rifle,5,8,21:43,6,4,3
Dvces,Bizzle,Shotgun,6,7,21:26,6,5,4
Jerm,Daxor,Shotgun,4,7,21:21,6,6,4
MmateosS,Ronaldo,Shotgun,4,7,21:21,6,7,1
Domentos,Dvces,Shotgun,6,7,21:10,6,8,3
Zayt,Domentos,Rifle,4,7,21:09,6,9,5
LeNain,Jerm,Shotgun,4,7,21:08,6,10,1
Aspect,Zayt,Shotgun,4,7,21:05,6,11,5
Legedien,Bizzle,Rifle,1,7,21:00,6,12,1
Psalm,Aspect,Shotgun,4,7,20:59,6,13,1
Pearl,LeNain,Shotgun,3,7,20:58,6,14,1
Fulmer,Jerm,Shotgun,4,7,20:57,6,15,5
ThomDez,Aspect,Shotgun,5,7,20:57,6,16,0
Vivid,Aspect,Shotgun,4,7,20:55,6,17,2
Armond,Psalm,Smg,2,7,20:54,6,18,0
Lanjok,Zayt,Shotgun,5,7,20:54,6,19,0
Pate1k,,OutsideSafeZone,,7,20:50,6,20,3
Cloakzy,Ronaldo,Smg,4,7,20:49,6,21,2
Sheep,,OutsideSafeZone,,6,20:38,6,22,0
ImMarksman,,FallDamage,,6,20:32,6,23,0
frostyZK,MmateosS,Shotgun,6,6,20:29,6,24,1
Funkbomb,Pearl,Smg,1,6,20:21,6,25,1
Ceice,Ronaldo,Shotgun,3,6,20:20,6,26,3
Punisher,Zayt,Rifle,5,6,20:19,6,27,0
Anthony,,OutsideSafeZone,,6,20:16,6,28,1
roatdw,Pate1k,Shotgun,5,6,20:15,6,29,4
Mad_Ruski,frostyZK,Shotgun,4,6,,6,30,0
jaeyung,Ronaldo,Shotgun,3,6,,6,31,1
JCudi,Fulmer,Smg,4,6,,6,32,2
Jacobaqi,Funkbomb,Smg,3,6,,6,33,1
ItsHighSky,jaeyung,Shotgun,1,6,,6,34,1
BlooTea,ItsHighSky,Shotgun,2,6,,6,35,1
72hrs,Anthony,Smg,4,6,,6,36,1
Ghoul,,OutsideSafeZone,,6,,6,37,1
Zexrow,Pate1k,Rifle,40,6,,6,38,0
Poach,Vivid,Sniper,70,6,,6,39,0
Saf,Ronaldo,Smg,4,6,,6,40,0
Grenades,Aspect,Shotgun,4,5,19:06,6,41,1
Sofa,Legedien,Rifle,41,5,18:48,6,42,1
Flossen,Zayt,Rifle,6,5,18:37,6,43,1
CBKFlame,Vivid,Sniper,11,5,18:26,6,44,0
Naga Ops,Jerm,Sniper,83,5,18:12,6,45,0
Snood,,OutsideSafeZone,,5,17:37,6,46,2
JDW,Daxor,Shotgun,1,4,16:09,6,47,0
Tfue,Snood,Rifle,12,4,17:03,6,48,0
JTruth,Bizzle,Smg,18,4,16:44,6,49,0
Kayuun,Ghoul,Smg,10,4,16:16,6,50,1
Hysteria,Fulmer,Smg,7,4,15:16,6,51,0
Jaomock,BlooTea,Smg,11,4,15:16,6,52,0
Sean,Cloakzy,Sniper,68,4,15:15,6,53,0
OutLit,Snood,Rifle,95,4,15:00,6,54,1
Carose,Domentos,Rifle,4,3,14:53,6,55,1
McDonkle,72hrs,Rifle,147,3,14:29,6,56,1
Povsy,Daxor,Rifle,160,3,14:25,6,57,0
Tocata,JCudi,Rifle,52,3,14:17,6,58,1
Devious,Fulmer,Shotgun,5,3,13:45,6,59,0
Shmecked,roatdw,Smg,3,3,13:31,6,60,1
dafps,Dvces,Shotgun,5,3,13:03,6,61,0
Xycik,Carose,Shotgun,4,3,12:52,6,62,1
Ronin,Jacobaqi,Pistol,127,3,12:04,6,63,1
Dassiren,Tocata,Shotgun,4,2,11:41,6,64,0
Harmful,roatdw,Sniper,46,2,10:35,6,65,2
Tendons,Grenades,Sniper,58,2,10:23,6,66,0
Saint,Flossen,Rifle,50,2,10:19,6,67,0
Persecute,Zayt,Shotgun,5,2,10:05,6,68,1
Vide,Ceice,Shotgun,5,2,9:43,6,69,0
Nolanlul,Aspect,Shotgun,5,2,9:27,6,70,0
Aydan,Ronin,Shotgun,10,2,9:25,6,71,1
Butter,Harmful,Shotgun,4,2,9:07,6,72,0
Dark,Kayuun,Shotgun,4,2,8:15,6,73,0
Bowman,OutLit,Shotgun,4,2,7:58,6,74,1
Dopaitv,Aydan,Shotgun,6,1,7:45,6,75,0
TriggySoars,Dvces,Shotgun,5,1,7:36,6,76,2
Thwifo,Pate1k,Rifle,2,1,7:34,6,77,0
Slobings,TriggySoars,Rifle,42,1,7:24,6,78,0
Kevie1,Xycik,Smg,4,1,7:17,6,79,1
Kiwiface,Fulmer,Shotgun,7,1,7:13,6,80,0
clarityG,Jerm,Smg,3,1,6:42,6,81,0
Tyler15,roatdw,Shotgun,5,1,6:29,6,82,0
Aipha,Dvces,Smg,3,1,6:14,6,83,0
Posick,,FallDamage,,1,6:08,6,84,0
Overpeek,Shmecked,Smg,1,1,6:02,6,85,0
Dmo,TriggySoars,Rifle,18,1,,6,86,0
Aeghis,Sofa,Shotgun,6,1,4:25,6,87,0
tickrss,Cloakzy,Sniper,95,1,4:19,6,88,0
Nate Hill,Domentos,Shotgun,7,1,4:09,6,89,1
XXIF,JCudi,Grenade,14,1,4:07,6,90,0
Lyricen,Ceice,Shotgun,4,1,3:16,6,91,0
Blind,Nate Hill,Shotgun,6,1,3:08,6,92,0
Morgausse,Harmful,Grenade,63,1,2:57,6,93,0
Nickmercs,Fulmer,Smg,4,1,2:52,6,94,0
Baysoldier,McDonkle,Shotgun,5,1,2:45,6,95,0
Vicaros,Bowman,Shotgun,3,1,2:25,6,96,0
Chap,Ceice,Smg,1,1,2:10,6,97,0
Monstcr,Persecute,Smg,3,1,1:58,6,98,0
Kyzui,roatdw,Shotgun,3,1,1:52,6,99,0
Nistic,Kevie1,Smg,3,0,0:50,6,100,0
